Run,Detector,Yield,Yield err,Area,Area err,sig1,X2NDF,IsValid,Status,Q_int
run_0115,det11,0.0179517,0.000802074,2484.68,111.014,9.28378,1.57771,1,0,138409
run_0115,det12,0.0262824,0.000802898,3637.73,111.128,8.33535,1.32678,1,0,138409
run_0116,det0,0.0215791,0.000697651,2490.42,80.5152,7.289,1.00266,1,0,115409
run_0116,det1,0.0227002,0.000780369,2619.81,90.0616,8.08726,1.07378,1,0,115409
run_0116,det2,0.00735044,0.000556106,848.307,64.1797,7.81318,1.10654,1,0,115409
run_0116,det3,0.0199767,0.000711805,2305.5,82.1487,8.0273,1.38069,1,0,115409
run_0116,det4,0.0215276,0.000768529,2484.48,88.6951,8.41447,0.798635,1,0,115409
run_0116,det5,0.0221175,0.000804693,2552.56,92.8688,9.14337,1.1807,1,0,115409
run_0116,det6,0.0221341,0.000724802,2554.48,83.6486,8.13236,1.22641,1,0,115409
run_0116,det7,0.0204811,0.000750159,2363.71,86.5751,8.11486,0.852307,1,0,115409
run_0116,det8,0.0204475,0.00068199,2359.82,78.7078,7.36236,0.883613,1,0,115409
run_0116,det9,0.0213232,0.00069913,2460.89,80.6858,7.69883,0.976344,1,0,115409
run_0116,det10,0.008151,0.000632587,940.699,73.0062,8.61512,1.35578,1,0,115409
run_0116,det11,0.0168482,0.000828233,1944.43,95.5856,9.99454,0.991443,1,0,115409
run_0116,det12,0.0224048,0.000753143,2585.71,86.9195,7.88057,0.979814,1,0,115409
run_0117,det0,0.0191202,0.000463695,3773.04,91.5024,7.3601,1.03511,1,0,197333
run_0117,det1,0.0187242,0.000493838,3694.9,97.4506,7.7507,1.12104,1,0,197333
run_0117,det2,0.00735446,0.000381626,1451.28,75.3074,8.62691,1.07184,1,0,197333
run_0117,det3,0.0180643,0.000475764,3564.68,93.8839,8.43029,1.09349,1,0,197333
run_0117,det4,0.0179358,0.000482131,3539.32,95.1404,8.52386,1.13824,1,0,197333
run_0117,det5,0.0190667,0.000485677,3762.5,95.8401,8.88934,0.790836,1,0,197333
run_0117,det6,0.0181722,0.000459423,3585.97,90.6594,7.69572,1.24547,1,0,197333
run_0117,det7,0.0188369,0.000500534,3717.14,98.7719,8.56277,1.25587,1,0,197333
run_0117,det8,0.0194119,0.000461394,3830.61,91.0483,7.82709,0.879724,1,0,197333
run_0117,det9,0.0188671,0.000444995,3723.1,87.8122,7.39962,1.23795,1,0,197333
run_0117,det10,0.00821828,0.000487942,1621.74,96.287,9.89312,0.795998,1,0,197333
run_0117,det11,0.0159755,0.000521089,3152.5,102.828,10.0838,0.9711,1,0,197333
run_0117,det12,0.0201501,0.000493631,3976.28,97.4098,8.07085,1.03992,1,0,197333
run_0118,det0,0.0192843,0.000315279,7799.42,127.513,7.46205,1.06114,1,0,404444
run_0118,det1,0.0190004,0.000341724,7684.58,138.208,8.1682,1.07871,1,0,404444
run_0118,det2,0.00706709,0.000245052,2858.24,99.1098,7.71696,1.14178,1,0,404444
run_0118,det3,0.0172874,0.000317131,6991.79,128.262,8.3409,0.903526,1,0,404444
run_0118,det4,0.0177919,0.000343263,7195.81,138.831,8.31013,1.1778,1,0,404444
run_0118,det5,0.0190719,0.000338481,7713.5,136.897,8.77105,0.773385,1,0,404444
run_0118,det6,0.0177629,0.000313805,7184.1,126.917,7.88809,0.976938,1,0,404444
run_0118,det7,0.0180418,0.000341178,7296.91,137.987,8.38974,1.01927,1,0,404444
run_0118,det8,0.0179202,0.000308859,7247.72,124.916,7.77969,0.926407,1,0,404444
run_0118,det9,0.018492,0.000306413,7478.97,123.927,7.64475,1.25376,1,0,404444
run_0118,det10,0.00759321,0.000293026,3071.03,118.513,9.16516,1.12241,1,0,404444
run_0118,det11,0.0143079,0.000329907,5786.75,133.429,9.29766,0.968304,1,0,404444
run_0118,det12,0.0192812,0.000329734,7798.16,133.359,7.8223,1.00516,1,0,404444
run_0119,det0,0.0189693,0.000250303,11777,155.399,7.55963,1.32214,1,0,620844
run_0119,det1,0.0178987,0.000270746,11112.3,168.091,7.96028,0.820737,1,0,620844
run_0119,det2,0.00666435,0.000193318,4137.52,120.021,7.79676,1.18231,1,0,620844
run_0119,det3,0.0174755,0.00025744,10849.6,159.83,8.57241,1.09343,1,0,620844
run_0119,det4,0.0175735,0.000255145,10910.4,158.405,8.15212,0.882184,1,0,620844
run_0119,det5,0.0180523,0.000260807,11207.7,161.92,8.62489,0.987348,1,0,620844
run_0119,det6,0.0178375,0.000250092,11074.3,155.268,7.83148,1.04401,1,0,620844
run_0119,det7,0.0177562,0.000267803,11023.8,166.264,8.34909,0.896138,1,0,620844
run_0119,det8,0.0181316,0.000254636,11256.9,158.089,7.79003,1.35868,1,0,620844
run_0119,det9,0.0176436,0.000239052,10954,148.414,7.56622,0.965932,1,0,620844
run_0119,det10,0.00786235,0.000239327,4881.29,148.585,9.26128,1.30469,1,0,620844
run_0119,det11,0.0137885,0.000267532,8560.48,166.096,9.31706,1.16929,1,0,620844
run_0119,det12,0.0194372,0.000267208,12067.5,165.895,7.8991,1.04412,1,0,620844
run_0120,det0,0.0186101,0.000231745,13357.5,166.336,7.50903,1.07102,1,0,717754
run_0120,det1,0.0177462,0.000249639,12737.4,179.18,7.97769,1.06047,1,0,717754
run_0120,det2,0.00682631,0.000184639,4899.61,132.526,7.89909,1.20212,1,0,717754
