,Angle,Detector,Ep,Q int,Run,Yield,Yield effcor,Yield err,Yield err effcor
6651,-30,8,2826,113105.0,651,0.00223142,1.2207122218975517e-10,0.0007086239999999999,3.8765717683355464e-11
6656,120,0,2824,178149.0,652,0.00206781,1.0982651016736387e-10,0.000183855,9.764994378990664e-12
6657,105,1,2824,178149.0,652,0.0017502,9.856989786809918e-11,0.000173135,9.750828058160983e-12
6659,45,3,2824,178149.0,652,0.00188491,1.0782080806775988e-10,0.000168192,9.620935403033923e-12
6660,30,4,2824,178149.0,652,0.00215785,1.1937309451392068e-10,0.00020180000000000003,1.1163653855879325e-11
6661,15,5,2824,178149.0,652,0.00200879,1.0686506133191515e-10,0.000260663,1.3866938546070519e-11
6662,0,6,2824,178149.0,652,0.00181595,1.0011640500875802e-10,0.000172228,9.495221895893816e-12
6663,-15,7,2824,178149.0,652,0.00126856,6.925530625114778e-11,0.00019245599999999997,1.0506873320829048e-11
6664,-30,8,2824,178149.0,652,0.00175319,9.590935190634522e-11,0.00021291599999999998,1.164770251398388e-11
6665,-45,9,2824,178149.0,652,0.0014602999999999999,8.08661841980856e-11,0.00014484,8.020720481579621e-12
6667,-105,11,2824,178149.0,652,0.00181715,1.0489225394707256e-10,0.000163867,9.458976406760553e-12
6668,-120,12,2824,178149.0,652,0.00118749,6.493469393532366e-11,0.000161388,8.825068324646114e-12
6669,120,0,2821,169871.0,653,0.00166041,8.818848721448908e-11,0.00018835599999999998,1.0004053636012975e-11
6670,105,1,2821,169871.0,653,0.00138664,7.809448244761801e-11,0.000196666,1.1076075610860242e-11
6672,45,3,2821,169871.0,653,0.00194301,1.1114425000861482e-10,0.00023831,1.3631832167386165e-11
6673,30,4,2821,169871.0,653,0.0017125999999999997,9.474169273329496e-11,0.000195731,1.0827914434415836e-11
6674,15,5,2821,169871.0,653,0.00203249,1.0812587104998742e-10,0.00029550599999999996,1.5720541626525877e-11
6675,0,6,2821,169871.0,653,0.00191235,1.0543110059114976e-10,0.000177611,9.791995820375296e-12
6676,-15,7,2821,169871.0,653,0.001814,9.903286051868424e-11,0.000185065,1.0103371737535998e-11
6677,-30,8,2821,169871.0,653,0.00171802,9.398535513101216e-11,0.00016795700000000002,9.1881923910894e-12
6678,-45,9,2821,169871.0,653,0.00158562,8.780595698703589e-11,0.000166674,9.22980920703398e-12
6680,-105,11,2821,169871.0,653,0.00191798,1.1071251422579657e-10,0.000217971,1.2582048529343946e-11
6681,-120,12,2821,169871.0,653,0.00234302,1.2812174130674112e-10,0.000358321,1.9593819287403773e-11
6682,120,0,2819,149723.0,654,0.00244508,1.2986425420131352e-10,0.000319737,1.698202391969399e-11
6683,105,1,2819,149723.0,654,0.00195433,1.1006634013287756e-10,0.00023691400000000002,1.3342811554978206e-11
6685,45,3,2819,149723.0,654,0.00181225,1.036645035682329e-10,0.000242959,1.3897764724753369e-11
6686,30,4,2819,149723.0,654,0.00179372,9.922928242996957e-11,0.000238922,1.3217257217811692e-11
6687,15,5,2819,149723.0,654,0.00201574,1.0723479245177178e-10,0.000205619,1.0938668076805969e-11
6688,0,6,2819,149723.0,654,0.00196354,1.0825329215611485e-10,0.00020318900000000002,1.1202154364010317e-11
6689,-15,7,2819,149723.0,654,0.00189372,1.0338506539219557e-10,0.000171652,9.371107262267468e-12
6690,-30,8,2819,149723.0,654,0.0015780999999999998,8.63309443034716e-11,0.000185785,1.0163484245244581e-11
6691,-45,9,2819,149723.0,654,0.00204732,1.1337324949149123e-10,0.00017937,9.932868218592491e-12
6693,-105,11,2819,149723.0,654,0.0019617000000000002,1.1323618554768306e-10,0.00019259599999999998,1.1117314773788837e-11
6694,-120,12,2819,149723.0,654,0.00229074,1.2526295024413114e-10,0.000326775,1.786881119901253e-11
6695,120,0,2818,170149.0,655,0.00194966,1.0355127106112393e-10,0.000188817,1.0028538487709774e-11
6696,105,1,2818,170149.0,655,0.00194265,1.0940853164979024e-10,0.00016138399999999998,9.089020910493269e-12
6697,90,2,2818,170149.0,655,0.00137041,1.3088965399404908e-10,0.00017847700000000002,1.704657203019235e-11
6698,45,3,2818,170149.0,655,0.0024665,1.4108897671460694e-10,0.00020230400000000002,1.1572213397637076e-11
6699,30,4,2818,170149.0,655,0.00243172,1.3452368857492007e-10,0.00020901,1.1562513837548748e-11
6700,15,5,2818,170149.0,655,0.00257702,1.370941712939491e-10,0.000195877,1.0420406124339301e-11
6701,0,6,2818,170149.0,655,0.00166721,9.191611640995151e-11,0.000186982,1.0308634952144936e-11
6702,-15,7,2818,170149.0,655,0.0020465,1.1172588150578134e-10,0.00023480900000000002,1.2819077698749576e-11
6703,-30,8,2818,170149.0,655,0.00223895,1.224831555340332e-10,0.000197137,1.0784502482195986e-11
6704,-45,9,2818,170149.0,655,0.00219623,1.2161935199709756e-10,0.000177469,9.827597646682226e-12
6705,-90,10,2818,170149.0,655,0.00120275,1.0689359349569743e-10,0.00029476599999999996,2.6197129062858238e-11
6706,-105,11,2818,170149.0,655,0.00228369,1.3182257459009446e-10,0.00019978200000000002,1.1532115828662496e-11
6707,-120,12,2818,170149.0,655,0.0023803,1.3016029774924495e-10,0.00023731900000000002,1.2977150653931467e-11
6708,120,0,2815,153034.0,656,0.00256188,1.3606779146418972e-10,0.000221529,1.1765953821127646e-11
6709,105,1,2815,153034.0,656,0.00224048,1.2618208477632204e-10,0.000212886,1.1989573350216068e-11
6711,45,3,2815,153034.0,656,0.00258615,1.4793320783721092e-10,0.00021746099999999998,1.2439225609298657e-11
6712,30,4,2815,153034.0,656,0.0025402,1.4052484402727778e-10,0.00023836099999999998,1.3186222481373888e-11
6713,15,5,2815,153034.0,656,0.00274335,1.45942714771036e-10,0.000213771,1.1372344060845003e-11
6714,0,6,2815,153034.0,656,0.00250374,1.3803543482839717e-10,0.000247242,1.3630871008108898e-11
6715,-15,7,2815,153034.0,656,0.00230839,1.2602340953292478e-10,0.000249887,1.3642240582377318e-11
6716,-30,8,2815,153034.0,656,0.00284588,1.5568563955032239e-10,0.00020773400000000003,1.1364217973472769e-11
6717,-45,9,2815,153034.0,656,0.00252752,1.3996500574152253e-10,0.00018266,1.0115056636048973e-11
6719,-105,11,2815,153034.0,656,0.00218003,1.2583895681272136e-10,0.000201069,1.1606405970274294e-11
6720,-120,12,2815,153034.0,656,0.00241614,1.3212011166821862e-10,0.000257337,1.4071781095617129e-11
6721,120,0,2813,146985.0,657,0.00375805,1.9959934255780843e-10,0.000246108,1.3071405382636503e-11
6722,105,1,2813,146985.0,657,0.00303122,1.7071594435821027e-10,0.000228295,1.2857396202604104e-11
6723,90,2,2813,146985.0,657,0.0015204,1.4521539534340248e-10,0.00015445,1.4751721790836958e-11
6724,45,3,2813,146985.0,657,0.00350051,2.0023651890502686e-10,0.000225637,1.2906909969168363e-11
6725,30,4,2813,146985.0,657,0.00328047,1.814768660287237e-10,0.00022218,1.2291083318628681e-11
6726,15,5,2813,146985.0,657,0.00303453,1.6143311872497201e-10,0.00020352,1.0827003958737038e-11
6727,0,6,2813,146985.0,657,0.00323451,1.7832402498134747e-10,0.000224677,1.2386824267272076e-11
6728,-15,7,2813,146985.0,657,0.00335598,1.832151594506582e-10,0.0002847,1.5542808924845318e-11
6729,-30,8,2813,146985.0,657,0.00369672,2.0223137217256802e-10,0.000238772,1.306217111287531e-11
6730,-45,9,2813,146985.0,657,0.00341679,1.8920959358089221e-10,0.00019282,1.0677681049835559e-11
6732,-105,11,2813,146985.0,657,0.00260237,1.5021789885493396e-10,0.000208612,1.2041814313846793e-11
6733,-120,12,2813,146985.0,657,0.0033454,1.829341932068748e-10,0.000224511,1.2276779652976823e-11
6734,120,0,2811,205297.0,658,0.00588203,3.1240918053386886e-10,0.000246766,1.3106353392216748e-11
6735,105,1,2811,205297.0,658,0.00436976,2.461014723506486e-10,0.00020187099999999998,1.1369217148057965e-11
6736,90,2,2811,205297.0,658,0.00282268,2.695978638042064e-10,0.000174799,1.6695281432933053e-11
6737,45,3,2811,205297.0,658,0.00604011,3.4550696904263716e-10,0.00023406299999999998,1.338889485374054e-11
6738,30,4,2811,205297.0,658,0.00589896,3.2633274306084186e-10,0.000238124,1.3173111549937602e-11
6739,15,5,2811,205297.0,658,0.00577662,3.0730880310593326e-10,0.000225367,1.1989236444421629e-11
6740,0,6,2811,205297.0,658,0.00539597,2.974889825904392e-10,0.00022971,1.2664302097834086e-11
6741,-15,7,2811,205297.0,658,0.00553129,3.019732475514846e-10,0.000278082,1.518150822423195e-11
6742,-30,8,2811,205297.0,658,0.00572417,3.13144288355366e-10,0.000244383,1.3369124365829351e-11
6743,-45,9,2811,205297.0,658,0.00587866,3.2553913743608704e-10,0.00020538599999999997,1.1373541126965698e-11
6744,-90,10,2811,205297.0,658,0.00279192,2.481300033693682e-10,0.000279818,2.4868635663919404e-11
6745,-105,11,2811,205297.0,658,0.00553785,3.1966407204732454e-10,0.000235212,1.3577259354152839e-11
6746,-120,12,2811,205297.0,658,0.00561202,3.0687820618187524e-10,0.000282381,1.544124481734636e-11
6799,120,0,2802,299306.0,663,0.00907779,4.821439086435379e-10,0.000233115,1.2381314974618089e-11
6800,105,1,2802,299306.0,663,0.00775337,4.3666374644816837e-10,0.00021297299999999998,1.1994473122307558e-11
6801,90,2,2802,299306.0,663,0.00427103,4.0793166928014494e-10,0.000165797,1.58354886225665e-11
6802,45,3,2802,299306.0,663,0.00869071,4.971268521481459e-10,0.00021429900000000002,1.225835257286177e-11
6803,30,4,2802,299306.0,663,0.00813719,4.5015249018593993e-10,0.000223633,1.2371463839206445e-11
6804,15,5,2802,299306.0,663,0.00841424,4.476268169701431e-10,0.000231886,1.2336038914974925e-11
6805,0,6,2802,299306.0,663,0.00784926,4.327430233095867e-10,0.00021432099999999998,1.1815880414043353e-11
6806,-15,7,2802,299306.0,663,0.00748791,4.0879225281502817e-10,0.000228432,1.2470934065051864e-11
6807,-30,8,2802,299306.0,663,0.00888031,4.858028946249047e-10,0.00021698,1.1870026167522508e-11
6808,-45,9,2802,299306.0,663,0.00900226,4.98512918824254e-10,0.00019726700000000002,1.0923939983704551e-11
6809,-90,10,2802,299306.0,663,0.00438705,3.898961042155888e-10,0.000213049,1.8934585907848552e-11
6810,-105,11,2802,299306.0,663,0.0074384,4.2937046570723636e-10,0.000229355,1.323917282779673e-11
6811,-120,12,2802,299306.0,663,0.00881686,4.821262541752753e-10,0.000246746,1.3492640771514175e-11
6838,120,0,2790,145424.0,666,0.00185928,9.875096542911406e-11,0.000201363,1.0694887618703311e-11
6839,105,1,2790,145424.0,666,0.00180782,1.0181501129237063e-10,0.00022427099999999998,1.2630767663567862e-11
6841,45,3,2790,145424.0,666,0.00185475,1.0609559276765344e-10,0.000176968,1.0122941022189564e-11
6842,30,4,2790,145424.0,666,0.0019362000000000001,1.0711133099976982e-10,0.000194108,1.073812944825086e-11
6843,15,5,2790,145424.0,666,0.00222163,1.1818787738231605e-10,0.00023726099999999998,1.2621982047238148e-11
6844,0,6,2790,145424.0,666,0.00185535,1.0228859386712144e-10,0.000181532,1.0008167203970299e-11
6845,-15,7,2790,145424.0,666,0.00147065,8.028813468677122e-11,0.00018722299999999998,1.022118480975172e-11
6846,-30,8,2790,145424.0,666,0.00293048,1.603137352908165e-10,0.00026545400000000004,1.4521826556703478e-11
6847,-45,9,2790,145424.0,666,0.00183949,1.0186436839727214e-10,0.00017900700000000002,9.912766578611732e-12
6849,-105,11,2790,145424.0,666,0.00221859,1.2806477488618757e-10,0.00019398900000000002,1.119772360616276e-11
6850,-120,12,2790,145424.0,666,0.00199992,1.0936024142951307e-10,0.000286332,1.565729461628232e-11
6851,120,0,2774,104171.0,668,0.00403833,2.1448570748964875e-10,0.000330554,1.7556541578705394e-11
6852,105,1,2774,104171.0,668,0.0036478,2.0544124868200906e-10,0.00029932900000000003,1.6857975636475985e-11
6854,45,3,2774,104171.0,668,0.00361153,2.0658709591490143e-10,0.00027990299999999997,1.6011039063186143e-11
6855,30,4,2774,104171.0,668,0.00444264,2.457685588021988e-10,0.000355387,1.966014595083937e-11
6856,15,5,2774,104171.0,668,0.00334507,1.7795344994227838e-10,0.000263093,1.3996211441214638e-11
6857,0,6,2774,104171.0,668,0.0045613,2.514722091282513e-10,0.000299385,1.6505603080231845e-11
6858,-15,7,2774,104171.0,668,0.00417525,2.2794208979086906e-10,0.000503849,2.750695024227042e-11
6859,-30,8,2774,104171.0,668,0.00363154,1.9866565963869798e-10,0.000322481,1.7641524142910987e-11
6860,-45,9,2774,104171.0,668,0.00357094,1.9774586852038062e-10,0.000256298,1.419286535479076e-11
6862,-105,11,2774,104171.0,668,0.0035247,2.0345801254010216e-10,0.000354537,2.0465115723871592e-11
6863,-120,12,2774,104171.0,668,0.00470254,2.57145740695599e-10,0.000518469,2.8351081550121117e-11
6890,120,0,2764,107829.0,673,0.00877314,4.659631926577909e-10,0.000383459,2.036645715141487e-11
6891,105,1,2764,107829.0,673,0.00644205,3.6281122760895235e-10,0.000324644,1.8283696676660493e-11
6892,90,2,2764,107829.0,673,0.00351154,3.3539178463836595e-10,0.00026187599999999997,2.5012119752005306e-11
6893,45,3,2764,107829.0,673,0.00728353,4.166332027448373e-10,0.00033639300000000004,1.9242385624957138e-11
6894,30,4,2764,107829.0,673,0.00749862,4.148265514210793e-10,0.000374614,2.0723791008753104e-11
6895,15,5,2764,107829.0,673,0.00798197,4.2463060528950605e-10,0.00038392900000000003,2.042453224682563e-11
6896,0,6,2764,107829.0,673,0.00791923,4.3660058814257376e-10,0.000352445,1.943089091842381e-11
6897,-15,7,2764,107829.0,673,0.00706879,3.859109669822878e-10,0.00042545,2.322686356542129e-11
6898,-30,8,2764,107829.0,673,0.00861415,4.712424458980736e-10,0.000368106,2.013746821099659e-11
6899,-45,9,2764,107829.0,673,0.00753818,4.1743741176355884e-10,0.000312582,1.7309671703763608e-11
6900,-90,10,2764,107829.0,673,0.0036111,3.2093407231121427e-10,0.000325183,2.89004193836719e-11
6901,-105,11,2764,107829.0,673,0.00732968,4.2309476703121857e-10,0.000399357,2.3052282893289523e-11
6902,-120,12,2764,107829.0,673,0.00783635,4.285097043512565e-10,0.000396465,2.167962124402571e-11
6903,120,0,2762,89046.0,674,0.00857584,4.5548410103137416e-10,0.00043163699999999996,2.2925310047398185e-11
6904,105,1,2762,89046.0,674,0.00684636,3.855816512217116e-10,0.00037250300000000005,2.097907819995461e-11
6905,90,2,2762,89046.0,674,0.00417274,3.985438626448496e-10,0.000313763,2.996791508098658e-11
6906,45,3,2762,89046.0,674,0.00828707,4.740377969845198e-10,0.000376685,2.1547172590205437e-11
6907,30,4,2762,89046.0,674,0.00890826,4.928083800702454e-10,0.000432044,2.390084076565672e-11
6908,15,5,2762,89046.0,674,0.00907248,4.826443439247376e-10,0.00041631,2.2147160073023858e-11
6909,0,6,2762,89046.0,674,0.00836559,4.6120917237656096e-10,0.000385906,2.1275652628822256e-11
6910,-15,7,2762,89046.0,674,0.00817297,4.461921709114613e-10,0.00048591300000000003,2.652775873936903e-11
6911,-30,8,2762,89046.0,674,0.00825236,4.5145049840453526e-10,0.00039424400000000003,2.1567363795689668e-11
6912,-45,9,2762,89046.0,674,0.00809869,4.4847644819776343e-10,0.000361767,2.0033360856528682e-11
6913,-90,10,2762,89046.0,674,0.00399776,3.5529821852700845e-10,0.000351709,3.125789970881584e-11
6914,-105,11,2762,89046.0,674,0.00579057,3.3425195440018707e-10,0.00038083199999999995,2.1982955097362096e-11
6915,-120,12,2762,89046.0,674,0.00855754,4.679460380628803e-10,0.000533375,2.91661760332746e-11
6968,120,0,2759,247837.0,680,0.0107521,5.710706592822906e-10,0.000280283,1.4886524269270024e-11
6969,105,1,2759,247837.0,680,0.00871404,4.907679309899047e-10,0.000250681,1.4118158249041808e-11
6970,90,2,2759,247837.0,680,0.00511509,4.885489453874538e-10,0.000193883,1.851801926819581e-11
6971,45,3,2759,247837.0,680,0.00939547,5.374406033054077e-10,0.000249007,1.4243723018355617e-11
6972,30,4,2759,247837.0,680,0.00975472,5.396348738405508e-10,0.000263733,1.4589811310072455e-11
6973,15,5,2759,247837.0,680,0.0108001,5.745515205127549e-10,0.00027360599999999997,1.4555489608560363e-11
6974,0,6,2759,247837.0,680,0.009504700000000001,5.240102396468749e-10,0.000255741,1.409943530017059e-11
6975,-15,7,2759,247837.0,680,0.010347799999999999,5.649240540657336e-10,0.000299087,1.6328247604163022e-11
6976,-30,8,2759,247837.0,680,0.010507899999999999,5.748412202309419e-10,0.000256356,1.4024114794918427e-11
6977,-45,9,2759,247837.0,680,0.00980624,5.430344519144252e-10,0.00023433299999999998,1.2976522318489347e-11
6978,-90,10,2759,247837.0,680,0.00469337,4.1712008722087005e-10,0.00023809299999999999,2.1160354484449045e-11
6979,-105,11,2759,247837.0,680,0.00874631,5.048676056571116e-10,0.00026384,1.522976764790778e-11
6980,-120,12,2759,247837.0,680,0.00940416,5.142411736678316e-10,0.000291505,1.594016619560293e-11
7020,120,0,2755,103854.0,687,0.0107637,5.716867640104529e-10,0.000454761,2.415348295550392e-11
7021,105,1,2755,103854.0,687,0.00807734,4.549094839709246e-10,0.000346125,1.949348982950282e-11
7022,90,2,2755,103854.0,687,0.00534232,5.102519803018719e-10,0.000276351,2.639464596063182e-11
7023,45,3,2755,103854.0,687,0.00900887,5.153262719055022e-10,0.000369785,2.1152478108417162e-11
7024,30,4,2755,103854.0,687,0.0107073,5.92331966952709e-10,0.000407243,2.2528839877254027e-11
7025,15,5,2755,103854.0,687,0.00950796,5.058113235038983e-10,0.00039301,2.0907629843864203e-11
7026,0,6,2755,103854.0,687,0.0108799,5.998273492413262e-10,0.000403775,2.2260800920956672e-11
7027,-15,7,2755,103854.0,687,0.010484,5.723597076504331e-10,0.000448704,2.449638403868561e-11
7028,-30,8,2755,103854.0,687,0.00997958,5.459391452709203e-10,0.000396717,2.170265080238283e-11
7029,-45,9,2755,103854.0,687,0.00989539,5.479712596397277e-10,0.000363682,2.0139406698300468e-11
7030,-90,10,2755,103854.0,687,0.00402523,3.5773959621424753e-10,0.000326271,2.8997114648459528e-11
7031,-105,11,2755,103854.0,687,0.00937562,5.411935800298558e-10,0.000425959,2.458784338059108e-11
7032,-120,12,2755,103854.0,687,0.010414399999999999,5.694834285089008e-10,0.000492209,2.6915124141855276e-11
7735,120,0,2712,55362.0,744,0.018894099999999997,1.003512443480392e-09,0.000690583,3.667857340418542e-11
7736,105,1,2712,55362.0,744,0.015072499999999999,8.488714350456662e-10,0.0006175530000000001,3.478010292431623e-11
7737,90,2,2712,55362.0,744,0.00827259,7.901259059220455e-10,0.000469479,4.484055418996663e-11
7738,45,3,2712,55362.0,744,0.0153977,8.807807568451261e-10,0.000615468,3.5206061350328685e-11
7739,30,4,2712,55362.0,744,0.019784200000000002,1.0944695768854694e-09,0.000711493,3.9360067259074067e-11
7740,15,5,2712,55362.0,744,0.0188481,1.0026948374345103e-09,0.000710056,3.777407194833425e-11
7741,0,6,2712,55362.0,744,0.018403599999999996,1.014621697303989e-09,0.00066176,3.648395174899954e-11
7742,-15,7,2712,55362.0,744,0.0175497,9.581019802892797e-10,0.000695858,3.7989420206621055e-11
7743,-30,8,2712,55362.0,744,0.0177633,9.717524003205484e-10,0.00066894,3.6594779723949247e-11
7744,-45,9,2712,55362.0,744,0.016766099999999996,9.284465732270923e-10,0.000614106,3.400699096976619e-11
7745,-90,10,2712,55362.0,744,0.00738172,6.560453768273203e-10,0.00051391,4.5673403977030864e-11
7746,-105,11,2712,55362.0,744,0.0150385,8.680748210015963e-10,0.000650677,3.755935234929386e-11
7747,-120,12,2712,55362.0,744,0.0177018,9.679752798796726e-10,0.00073659,4.0278441254932716e-11
7930,120,0,2706,106622.0,759,0.011028200000000002,5.857350140620863e-10,0.000382056,2.0291940346793165e-11
7931,105,1,2706,106622.0,759,0.00917312,5.166229582515244e-10,0.00036239599999999996,2.0409859849050205e-11
7932,90,2,2706,106622.0,759,0.00547878,5.232854536303122e-10,0.000290677,2.7762940984105632e-11
7933,45,3,2706,106622.0,759,0.010243700000000001,5.859611395789253e-10,0.000365811,2.0925156967746637e-11
7934,30,4,2706,106622.0,759,0.00971391,5.373772488957617e-10,0.000381595,2.1109982622072696e-11
7935,15,5,2706,106622.0,759,0.011711,6.230102366390007e-10,0.00039479,2.1002323569525327e-11
7936,0,6,2706,106622.0,759,0.0105241,5.802114914797601e-10,0.000375916,2.0724886976663607e-11
7937,-15,7,2706,106622.0,759,0.0110145,6.013216329564761e-10,0.00041782900000000004,2.2810805445237777e-11
